week_date,R03,R06,flu_au_positives,flu_au_lagged,flu_eu_positives,R03_lag1,R03_lag4_avg,R06_lag1,trends_gripe_es_lag1,trends_resfriado_es_lag1,trends_paracetamol_es_lag1,temp_europe_lag12,humidity_europe_lag0,temp_eu,humidity_eu,trends_gripe_es,trends_flu_eu,trends_flu_composite,RSV,R03_lag4,R03_lag8,R03_lag26,R03_lag52,R03_roll4,R03_roll8,flu_au_lag26,flu_au_lag27,flu_au_lag28,flu_au_roll4_lag26,flu_au_roll8_lag26,flu_eu_lag1,flu_eu_lag2,temp_eu_lag2,temp_eu_lag4,temp_eu_lag8,temp_eu_roll4,trends_flu_eu_lag1,trends_composite_lag1,RSV_lag1,RSV_lag2,RSV_lag4,RSV_lag8,RSV_roll4,week_num,week_sin,week_cos,month_sin,month_cos,year_num
2014-05-18,42.0,18.5,19.0,25.0,187.0,15.0,19.75,36.0,2.0,19.0,22.0,6.696332046332047,67.65250965250965,14.394787644787645,69.39382239382239,2.0,6.0,0.0,94.0,24.0,27.0,,,19.75,23.0,,,,,,210.0,217.0,13.641891891891891,11.873552123552123,8.243822393822395,12.330646718146719,6.0,0.0,60.0,116.0,207.0,372.0,140.0,20.0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,0
2014-05-25,20.0,36.6,19.0,14.0,143.0,42.0,24.25,18.5,2.0,19.0,22.0,5.655984555984555,68.52316602316603,13.843050193050193,67.65250965250965,2.0,6.0,0.0,36.0,16.0,29.0,,,24.25,24.875,,,,,,187.0,210.0,12.567181467181468,11.23996138996139,10.49054054054054,12.960955598455598,6.0,0.0,94.0,60.0,177.0,360.0,111.75,21.0,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,0
2014-06-01,19.0,28.1,14.0,32.0,62.0,20.0,25.25,36.6,2.0,19.0,22.0,6.9496138996139,72.53281853281854,17.38069498069498,68.52316602316603,2.0,4.0,8.0,22.0,24.0,27.0,,,25.25,23.75,,,,,,143.0,187.0,14.394787644787645,13.641891891891891,8.335521235521236,13.611727799227799,6.0,0.0,36.0,94.0,116.0,299.0,76.5,22.0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,0
2014-06-08,19.0,27.5,14.0,17.0,44.0,19.0,24.0,28.1,2.0,19.0,22.0,8.243822393822395,68.32239382239382,15.615444015444016,72.53281853281854,2.0,4.0,0.0,14.0,15.0,22.0,,,24.0,22.75,,,,,,62.0,143.0,13.843050193050193,12.567181467181468,11.280501930501927,14.54642857142857,4.0,8.0,22.0,36.0,60.0,276.0,53.0,23.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0
2014-06-15,20.0,36.8,19.0,31.0,29.0,19.0,25.0,27.5,2.0,15.0,22.0,10.49054054054054,66.56756756756756,18.20849420849421,68.32239382239382,2.0,4.0,0.0,15.0,42.0,24.0,,,25.0,22.375,,,,,,44.0,62.0,17.38069498069498,14.394787644787645,11.873552123552123,15.308494208494208,4.0,0.0,14.0,22.0,94.0,207.0,41.5,24.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,0
2014-06-22,11.0,24.0,23.0,8.0,27.0,20.0,19.5,36.8,2.0,15.0,22.0,8.335521235521236,66.85328185328186,20.475482625482623,66.56756756756756,2.0,4.0,0.0,9.0,20.0,16.0,,,19.5,21.875,,,,,,29.0,44.0,15.615444015444016,13.843050193050193,11.23996138996139,16.261920849420846,4.0,0.0,15.0,14.0,36.0,177.0,21.75,25.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0
2014-06-29,6.0,18.0,51.0,13.0,12.0,11.0,17.25,24.0,2.0,15.0,22.0,11.280501930501927,67.34749034749034,17.621814671814672,66.85328185328186,2.0,4.0,0.0,15.0,19.0,24.0,,,17.25,21.25,,,,,,27.0,29.0,18.20849420849421,17.38069498069498,13.641891891891891,17.920028957528956,4.0,0.0,9.0,15.0,22.0,116.0,15.0,26.0,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,0
2014-07-06,8.0,10.0,91.0,21.0,9.0,6.0,14.0,18.0,2.0,15.0,22.0,11.873552123552123,67.28957528957528,18.32644787644788,67.34749034749034,2.0,6.0,8.0,8.0,19.0,15.0,,,14.0,19.0,,,,,,12.0,27.0,20.475482625482623,15.615444015444016,12.567181467181468,17.98030888030888,4.0,0.0,15.0,9.0,14.0,60.0,13.25,27.0,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,0
2014-07-13,27.0,16.2,125.0,23.0,5.0,8.0,11.25,10.0,2.0,15.0,22.0,11.23996138996139,72.31274131274131,19.612548262548263,67.28957528957528,2.0,6.0,0.0,5.0,20.0,42.0,,,11.25,18.125,,,,,,9.0,12.0,17.621814671814672,18.20849420849421,14.394787644787645,18.658059845559848,6.0,8.0,8.0,15.0,15.0,94.0,11.75,28.0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,0
2014-07-20,12.0,14.4,184.0,25.0,8.0,27.0,13.0,16.2,2.0,20.0,26.0,13.641891891891891,66.07915057915058,19.92683397683398,72.31274131274131,2.0,6.0,0.0,7.0,11.0,20.0,,,13.0,16.25,,,,,,5.0,9.0,18.32644787644788,20.475482625482623,13.843050193050193,19.00907335907336,6.0,0.0,5.0,8.0,9.0,36.0,9.25,29.0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,0
2014-07-27,8.0,16.0,188.0,26.0,7.0,12.0,13.25,14.4,2.0,20.0,26.0,12.567181467181468,66.95752895752896,22.815250965250964,66.07915057915058,2.0,6.0,0.0,1.0,6.0,19.0,,,13.25,15.25,,,,,,8.0,5.0,19.612548262548263,17.621814671814672,17.38069498069498,18.8719111969112,6.0,0.0,7.0,5.0,15.0,22.0,8.75,30.0,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,0
2014-08-03,11.0,16.5,217.0,19.0,11.0,8.0,13.75,16.0,2.0,20.0,26.0,14.394787644787645,68.92277992277992,22.69787644787645,66.95752895752896,2.0,6.0,8.333333333333334,5.0,8.0,19.0,29.0,,13.75,13.875,19.0,,,,,7.0,8.0,19.92683397683398,18.32644787644788,15.615444015444016,20.170270270270272,6.0,0.0,1.0,7.0,8.0,14.0,5.25,31.0,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,0
2014-08-10,3.0,16.9,277.0,31.0,2.0,11.0,14.5,16.5,2.0,20.0,26.0,13.843050193050193,67.92471042471043,22.387258687258687,68.92277992277992,2.0,6.0,0.0,2.0,27.0,20.0,31.0,,14.5,12.875,31.0,19.0,,19.0,19.0,11.0,7.0,22.815250965250964,19.612548262548263,18.20849420849421,21.263127413127414,6.0,8.333333333333334,5.0,1.0,5.0,15.0,4.5,32.0,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,0
2014-08-17,3.0,23.6,268.0,26.0,7.0,3.0,8.5,16.9,2.0,36.0,26.0,17.38069498069498,66.53667953667954,22.08243243243243,67.92471042471043,2.0,6.0,0.0,8.0,12.0,11.0,18.0,,8.5,10.75,26.0,31.0,19.0,25.0,25.0,2.0,11.0,22.69787644787645,19.92683397683398,20.475482625482623,21.956805019305023,6.0,0.0,2.0,5.0,7.0,9.0,3.75,33.0,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,0
2014-08-24,14.0,11.3,320.0,16.0,11.0,3.0,6.25,23.6,2.0,36.0,26.0,15.615444015444016,65.3880308880309,20.151737451737453,66.53667953667954,2.0,6.0,0.0,7.0,8.0,6.0,35.0,,6.25,9.75,16.0,26.0,31.0,25.333333333333332,25.333333333333332,7.0,2.0,22.387258687258687,22.815250965250964,17.621814671814672,22.49570463320463,6.0,0.0,8.0,2.0,1.0,15.0,4.0,34.0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,0
